Período: 20262;Emitido em: 22/07/2026 08:33 h; Data da última atualização: 22/07/2026 07:50h;
Critérios da busca: 
Não foi especificado nenhum critério de busca
Disciplina;Nome da disciplina;Professor;Créd;Turma;Destino;Vag;Turno;Horário/Sala;Horas a Distância;SHF;Horas de extensão;Pré-Req;Depto;
CTN1424; MÍDIAS DIGITAIS E DEMOCRACIA ;ARTHUR CEZAR DE ARAUJO ITUASSU FILHO;4;2IA;QQC;13;I;QUA 11-13   SEX 11-13   ;0;0;0;NÃO;COM;
DSG1014; PIUES DESIGN ;HORISTA A CONTRATAR;3;1AA;ART;14;I;SEX 15-18   ;0;0;45;NÃO;ART;
DSG1014; PIUES DESIGN ;HORISTA A CONTRATAR;3;1AA;QQC;5;I;SEX 15-18   ;0;0;45;NÃO;ART;
DSG1016; PROJ GRÁFICO PUBLICA CRIATIVAS ;SUZANA VALLADARES FONSECA;3;1AA;ART;6;I;SEX 09-12   ;0;0;45;NÃO;ART;
DSG1017; AEIOU: ART EDU INCLU E ORI UNI ;CARLOS ANDRE LAMEIRAO CORTES;3;1AA;ART;13;I;GAVEA;0;3;45;NÃO;ART;
DSG1017; AEIOU: ART EDU INCLU E ORI UNI ;CARLOS ANDRE LAMEIRAO CORTES;3;1AA;QQC;0;I;GAVEA;0;3;45;NÃO;ART;
DSG1300; PROJETO: PROJETAR EM PARCERIA ;RENATA MATTOS EYER DE ARAUJO;6;1AA;ART;14;I;SEG 13-15   QUA 13-17   ;0;0;60; SIM ;ART;
DSG1300; PROJETO: PROJETAR EM PARCERIA ;LUIS VICENTE BARROS CARDOSO DE MELO;6;1AB;ART;13;I;SEG 13-15   QUA 13-17   ;0;0;60; SIM ;ART;
DSG1300; PROJETO: PROJETAR EM PARCERIA ;LUIZA NOVAES;6;1AC;ART;14;I;SEG 13-15   QUA 13-17   ;0;0;60; SIM ;ART;
DSG1400; PROJETO: PROJETAR EM SOCIEDADE ;ROMULO MIYAZAWA MATTEONI;6;1AA;ART;14;I;SEG 09-13   QUA 11-13   ;0;0;60; SIM ;ART;
DSG1400; PROJETO: PROJETAR EM SOCIEDADE ;JOAO VICTOR AZEVEDO DE MENEZES C DE MELO;6;1AB;ART;13;I;SEG 09-13   QUA 11-13   ;0;0;60; SIM ;ART;
DSG1400; PROJETO: PROJETAR EM SOCIEDADE ;MONICA SABOIA SADDI;6;1AC;ART;14;I;SEG 09-13   QUA 11-13   ;0;0;60; SIM ;ART;
DSG1400; PROJETO: PROJETAR EM SOCIEDADE ;GUILHERME AZEVEDO TOLEDO;6;1AD;ART;13;I;SEG 09-13   QUA 11-13   ;0;0;60; SIM ;ART;
DSG1400; PROJETO: PROJETAR EM SOCIEDADE ;CRISTINA VIANA TENENBAUM;6;1AE;ART;14;I;SEG 09-13   QUA 11-13   ;0;0;60; SIM ;ART;
DSG1400; PROJETO: PROJETAR EM SOCIEDADE ;FABIANA PRADO;6;1AF;ART;13;I;SEG 09-13   QUA 11-13   ;0;0;60; SIM ;ART;
DSG1423; HISTORIA DA ANIMACAO ;MARCOS AMARANTE DE ALMEIDA MAGALHAES;2;1AA;QQC;18;I;QUA 17-19   ;0;0;0;NÃO;ART;
DSG1500; PROJETO PARA CONCRETIZAR ;AUGUSTO SEIBEL MACHADO;6;1AA;ART;14;I;SEG 09-13   QUA 11-13   ;0;0;30; SIM ;ART;
DSG1500; PROJETO PARA CONCRETIZAR ;MARIA ELOISA DE JESUS CONCEICAO;6;1AB;ART;14;I;SEG 09-13   QUA 11-13   ;0;0;30; SIM ;ART;
DSG1500; PROJETO PARA CONCRETIZAR ;RENATA MATTOS EYER DE ARAUJO;6;1AC;ART;13;I;SEG 09-13   QUA 11-13   ;0;0;30; SIM ;ART;
DSG1500; PROJETO PARA CONCRETIZAR ;MARCELO FERNANDES PEREIRA;6;1AD;ART;14;I;SEG 09-13   QUA 11-13   ;0;0;30; SIM ;ART;
DSG1500; PROJETO PARA CONCRETIZAR ;CLAUDIO GOMES WERNECK DE FREITAS;6;1AE;ART;14;I;SEG 09-13   QUA 11-13   ;0;0;30; SIM ;ART;
DSG1515; TECNICAS DE COSTURA ;WALVYKER ALVES DE SOUZA;2;1AA;ART;14;I;QUI 11-13   ;0;0;0;NÃO;ART;
DSG1801; CE - OLHAR INTRAMUROS ;DANIEL MALAGUTI CAMPOS;2;1AA;QQC;1;I;TER 13-15   ;0;0;0;NÃO;ART;
DSG1801; CE - OLHAR INTRAMUROS ;JACKELINE LIMA FARBIARZ;2;1AB;QQC;4;I;TER 13-15   ;0;0;0;NÃO;ART;
DSG1802; CE: OLHAR EXTRAMUROS ;JOAO DE SA BONELLI;2;1AA;ART;0;I;QUI 13-15   ;0;0;0;NÃO;ART;
DSG1802; CE: OLHAR EXTRAMUROS ;RENATA MATTOS EYER DE ARAUJO;2;1AB;ART;14;I;QUI 13-15   ;0;0;0;NÃO;ART;
DSG1802; CE: OLHAR EXTRAMUROS ;FLAVIA NIZIA DA FONSECA RIBEIRO;2;1AC;ART;2;I;QUI 13-15   ;0;0;0;NÃO;ART;
DSG1803; CE: PROJETAR EM PARCERIA ;CLAUDIA HABIB KAYAT;2;1AA;ART;21;I;SEG 15-17   ;0;0;0;NÃO;ART;
DSG1803; CE: PROJETAR EM PARCERIA ;LUCIANA GRETHER DE MELLO CARVALHO;2;1AB;ART;19;I;SEG 15-17   ;0;0;0;NÃO;ART;
DSG1804; CE-PROJETO EM SOCIEDADE ;MARIA JULIA MORAES PINTO NUNES;2;1AA;ART;27;I;QUA 09-11   ;0;0;0; SIM ;ART;
DSG1804; CE-PROJETO EM SOCIEDADE ;FELIPE RANGEL CARNEIRO;2;1AB;ART;27;I;QUA 09-11   ;0;0;0; SIM ;ART;
DSG1804; CE-PROJETO EM SOCIEDADE ;ROMULO MIYAZAWA MATTEONI;2;1AC;ART;26;I;QUA 09-11   ;0;0;0; SIM ;ART;
DSG1805; CE: PROJETO PARA CONCRETIZAR ;GILBERTO MENDES CORREIA JUNIOR;2;1AA;ART;18;I;QUA 09-11   ;0;0;0; SIM ;ART;
DSG1805; CE: PROJETO PARA CONCRETIZAR ;IRINA ARAGAO DOS SANTOS;2;1AB;ART;19;I;QUA 09-11   ;0;0;0; SIM ;ART;
DSG1805; CE: PROJETO PARA CONCRETIZAR ;FABIANA PRADO;2;1AC;ART;19;I;QUA 09-11   ;0;0;0; SIM ;ART;
DSG1806; CE-PROJETAR PARA RESSIGNIFICAR ;ISABEL MARTINS MOREIRA;2;1AA;ART;18;I;QUA 09-11   ;0;0;0; SIM ;ART;
DSG1806; CE-PROJETAR PARA RESSIGNIFICAR ;FLAVIA NIZIA DA FONSECA RIBEIRO;2;1AB;ART;17;I;QUA 09-11   ;0;0;0; SIM ;ART;
DSG1806; CE-PROJETAR PARA RESSIGNIFICAR ;DAVISON DA SILVA COUTINHO;2;1AC;ART;18;I;QUA 09-11   ;0;0;0; SIM ;ART;
DSG1806; CE-PROJETAR PARA RESSIGNIFICAR ;GABRIELA DE GUSMAO PEREIRA;2;1AD;ART;18;I;QUA 09-11   ;0;0;0; SIM ;ART;
DSG1807; DESENHO DE CORPO E MODA ;ISABEL MARTINS MOREIRA;4;1AA;ART;9;I;TER 11-13   QUI 11-13   ;0;0;0;NÃO;ART;
DSG1808; PRINCÍPIOS DA ANIMAÇÃO ;MARCOS AMARANTE DE ALMEIDA MAGALHAES;2;1AA;ART;11;I;TER 11-13   ;0;0;0;NÃO;ART;
DSG1811; ESTUDIO: OLHAR INTRAMUROS ;BARBARA DE OLIVEIRA E CRUZ;4;1AC;QQC;5;I;QUI 13-17   ;0;0;0;NÃO;ART;
DSG1812; ESTUDIO: OLHAR EXTRAMUROS ;LUIS VICENTE BARROS CARDOSO DE MELO;4;1AA;ART;6;I;TER 13-17   ;0;0;0;NÃO;ART;
DSG1812; ESTUDIO: OLHAR EXTRAMUROS ;GILBERTO MENDES CORREIA JUNIOR;4;1AB;ART;0;I;TER 13-17   ;0;0;0;NÃO;ART;
DSG1812; ESTUDIO: OLHAR EXTRAMUROS ;GABRIELA DE GUSMAO PEREIRA;4;1AC;ART;10;I;TER 13-17   ;0;0;0;NÃO;ART;
DSG1812; ESTUDIO: OLHAR EXTRAMUROS ;CRISTINA VIANA TENENBAUM;4;1AD;ART;1;I;TER 13-17   ;0;0;0;NÃO;ART;
DSG1816; PROJETO: RESSIGNIFICAR ;LUIZA FERRO COSTA MARCIER;6;1AA;ART;12;I;SEG 09-13   QUA 11-13   ;0;0;0; SIM ;ART;
DSG1816; PROJETO: RESSIGNIFICAR ;MARIO AUGUSTO PINTO DE SOUZA SEIXAS;6;1AB;ART;10;I;SEG 09-13   QUA 11-13   ;0;0;0; SIM ;ART;
DSG1816; PROJETO: RESSIGNIFICAR ;DAVISON DA SILVA COUTINHO;6;1AC;ART;11;I;SEG 09-13   QUA 11-13   ;0;0;0; SIM ;ART;
DSG1816; PROJETO: RESSIGNIFICAR ;GABRIELA DE GUSMAO PEREIRA;6;1AD;ART;13;I;SEG 09-13   QUA 11-13   ;0;0;0; SIM ;ART;
DSG1816; PROJETO: RESSIGNIFICAR ;RIAN OLIVEIRA REZENDE;6;1AE;ART;12;I;SEG 09-13   QUA 11-13   ;0;0;0; SIM ;ART;
DSG1816; PROJETO: RESSIGNIFICAR ;CLEMENTINO LUIZ DE JESUS JUNIOR;6;1AF;ART;13;I;SEG 09-13   QUA 11-13   ;0;0;0; SIM ;ART;
DSG1821; HISTORIA E TEORIA DO DESIGN I ;IRINA ARAGAO DOS SANTOS;2;1AB;QQC;9;I;TER 13-15   ;0;0;0;NÃO;ART;
DSG1822; HISTORIA DE DESIGN BRASILEIRO ;JOAO VICTOR AZEVEDO DE MENEZES C DE MELO;2;1AA;ART;14;I;QUA 17-19   ;0;0;0;NÃO;ART;
DSG1822; HISTORIA DE DESIGN BRASILEIRO ;SILVIA HELENA SOARES DA COSTA;2;1AB;ART;0;I;QUA 15-17   ;0;0;0;NÃO;ART;
DSG1822; HISTORIA DE DESIGN BRASILEIRO ;JOAQUIM DE SALLES REDIG DE CAMPOS;2;1AC;ART;12;I;QUA 17-19   ;0;0;0;NÃO;ART;
DSG1822; HISTORIA DE DESIGN BRASILEIRO ;FLAVIA NIZIA DA FONSECA RIBEIRO;2;1AD;ART;0;I;QUA 15-17   ;0;0;0;NÃO;ART;
DSG1823; HIST0RIA E TEORIA DO DESIGN II ;JOAQUIM DE SALLES REDIG DE CAMPOS;2;1AA;ART;17;I;SEX 15-17   ;0;0;0; SIM ;ART;
DSG1823; HIST0RIA E TEORIA DO DESIGN II ;SILVIA HELENA SOARES DA COSTA;2;1AB;ART;17;I;TER 13-15   ;0;0;0; SIM ;ART;
DSG1823; HIST0RIA E TEORIA DO DESIGN II ;FLAVIA NIZIA DA FONSECA RIBEIRO;2;1AC;ART;18;I;QUA 17-19   ;0;0;0; SIM ;ART;
DSG1824; TEORIA DO OBJETO ;FELIPE RANGEL CARNEIRO;2;1AA;ART;17;I;TER 07-09   ;0;0;0;NÃO;ART;
DSG1824; TEORIA DO OBJETO ;IRINA ARAGAO DOS SANTOS;2;1AB;ART;18;I;QUI 07-09   ;0;0;0;NÃO;ART;
DSG1824; TEORIA DO OBJETO ;IRINA ARAGAO DOS SANTOS;2;1AC;ART;18;I;QUI 11-13   ;0;0;0;NÃO;ART;
DSG1825; HISTORIA DE ARTE ;LUIZA MARIA INTERLENGHI;2;1AA;ART;16;I;QUI 07-09   ;0;0;0;NÃO;ART;
DSG1825; HISTORIA DE ARTE ;LUIZA MARIA INTERLENGHI;2;1AB;ART;18;I;TER 11-13   ;0;0;0;NÃO;ART;
DSG1825; HISTORIA DE ARTE ;ANDERSON ANTONIO PEDROSO;2;1AC;ART;18;I;TER 07-09   ;0;0;0;NÃO;ART;
DSG1826; QUESTOES EM ENFASE ;FELIPE RANGEL CARNEIRO;2;1AA;ART;21;I;TER 09-11   ;0;0;0; SIM ;ART;
DSG1826; QUESTOES EM ENFASE ;CLAUDIO GOMES WERNECK DE FREITAS;2;1AB;ART;22;I;TER 09-11   ;0;0;0; SIM ;ART;
DSG1826; QUESTOES EM ENFASE ;CLAUDIA HABIB KAYAT;2;1AC;ART;23;I;TER 09-11   ;0;0;0; SIM ;ART;
DSG1826; QUESTOES EM ENFASE ;GILBERTO MENDES CORREIA JUNIOR;2;1AD;ART;22;I;TER 09-11   ;0;0;0; SIM ;ART;
DSG1830; ARTE-COM NA CONTEMPORANEIDADE ;CLEMENTINO LUIZ DE JESUS JUNIOR;2;1AA;ART;14;I;TER 07-09   ;0;0;0;NÃO;ART;
DSG1830; ARTE-COM NA CONTEMPORANEIDADE ;LUIZA MARIA INTERLENGHI;2;1AB;ART;14;I;QUI 11-13   ;0;0;0;NÃO;ART;
DSG1831; DESIGN, CULTURA E CONSUMO ;IRINA ARAGAO DOS SANTOS;2;1AA;ART;12;I;TER 11-13   ;0;0;0;NÃO;ART;
DSG1832; HISTORIA DA INDUMENTARIA ;SILVIA HELENA SOARES DA COSTA;2;1AA;ART;8;I;QUI 09-11   ;0;0;0;NÃO;ART;
DSG1832; HISTORIA DA INDUMENTARIA ;SILVIA HELENA SOARES DA COSTA;2;1AA;QQC;4;I;QUI 09-11   ;0;0;0;NÃO;ART;
DSG1833; INTROD-PESQUISA EM DESIGN ;RITA MARIA DE SOUZA COUTO;2;1AA;ART;9;I;TER 11-13   ;0;0;0;NÃO;ART;
DSG1841; LINGUAGEM/COMUNICACAO-DESIGN ;SIMONE CARVALHO DE FORMIGA XAVIER;4;1AC;QQC;8;I;SEG 13-15   QUA 13-15   ;0;0;0;NÃO;ART;
DSG1842; IMAGEM FOTOGRAFIA-AUDIOVISUAL ;FLAVIO MARQUES DE CARVALHO JUNIOR;4;1AA;QQC;9;I;SEG 13-15   QUA 13-15   ;0;0;0;NÃO;ART;
DSG1843; LINGUAGEM GRAFICA ;FABIANA PRADO;2;1AC;QQC;6;I;QUI 17-19   ;0;0;0;NÃO;ART;
DSG1844; DESENHO DE OBSERVACAO ;LUCIANA GRETHER DE MELLO CARVALHO;2;1AC;QQC;6;I;TER 15-17   ;0;0;0;NÃO;ART;
DSG1845; LING-COM-DISCURSO NO DESIGN I ;ROMULO MIYAZAWA MATTEONI;3;1AA;ART;0;I;QUI 15-18   ;0;0;0;NÃO;ART;
DSG1845; LING-COM-DISCURSO NO DESIGN I ;MATEU DE ATHAYDE VELASCO;3;1AB;ART;0;I;QUI 15-18   ;0;0;0;NÃO;ART;
DSG1845; LING-COM-DISCURSO NO DESIGN I ;MARIA JULIA MORAES PINTO NUNES;3;1AC;ART;12;I;QUI 15-18   ;0;0;0;NÃO;ART;
DSG1845; LING-COM-DISCURSO NO DESIGN I ;BARBARA DE OLIVEIRA E CRUZ;3;1AD;ART;7;I;QUI 15-18   ;0;0;0;NÃO;ART;
DSG1846; GEOMETRIA NO DESIGN ;CELSO BRAGA WILMER;2;1AA;ART;13;I;QUA 15-17   ;0;0;0;NÃO;ART;
DSG1846; GEOMETRIA NO DESIGN ;ALESSANDRA CARUSI MACHADO BEZERRA;2;1AB;ART;0;I;QUA 17-19   ;0;0;0;NÃO;ART;
DSG1846; GEOMETRIA NO DESIGN ;ALESSANDRA CARUSI MACHADO BEZERRA;2;1AC;ART;9;I;QUA 15-17   ;0;0;0;NÃO;ART;
DSG1846; GEOMETRIA NO DESIGN ;CELSO BRAGA WILMER;2;1AD;ART;1;I;QUA 17-19   ;0;0;0;NÃO;ART;
DSG1846; GEOMETRIA NO DESIGN ;LEONIDAS AUGUSTO CORREIA DE MORAES;2;1AE;ART;13;I;SEX 13-15   ;0;0;0;NÃO;ART;
DSG1847; DESENHO DE CONCEPCAO ;JOSE AUGUSTO BRANDAO ESTELLITA LINS;4;1AA;ART;4;I;SEG 13-15   QUA 13-15   ;0;0;0;NÃO;ART;
DSG1847; DESENHO DE CONCEPCAO ;NATHALIA CHEHAB DE SA CAVALCANTE;4;1AB;ART;0;I;SEG 13-15   QUA 13-15   ;0;0;0;NÃO;ART;
DSG1847; DESENHO DE CONCEPCAO ;MATEU DE ATHAYDE VELASCO;4;1AC;ART;0;I;SEG 13-15   QUA 13-15   ;0;0;0;NÃO;ART;
DSG1847; DESENHO DE CONCEPCAO ;BERNARDO GOMES ALEVATO;4;1AD;ART;14;I;SEG 13-15   QUA 13-15   ;0;0;0;NÃO;ART;
DSG1848; PLASTICA ;CRISTINA VIANA TENENBAUM;3;1AA;ART;7;I;SEG 15-18   ;0;0;0;NÃO;ART;
DSG1848; PLASTICA ;CARLOS ANDRE LAMEIRAO CORTES;3;1AB;ART;0;I;SEG 15-18   ;0;0;0;NÃO;ART;
DSG1848; PLASTICA ;EVELYN GRUMACH;3;1AC;ART;0;I;SEG 15-18   ;0;0;0;NÃO;ART;
DSG1848; PLASTICA ;GABRIELA DE GUSMAO PEREIRA;3;1AD;ART;2;I;SEG 15-18   ;0;0;0;NÃO;ART;
DSG1849; O CORPO HUMANO QUESTÃO DESIGN ;DENISE BERRUEZO PORTINARI;4;1AA;ART;10;I;TER 15-19   ;0;0;0;NÃO;ART;
DSG1849; O CORPO HUMANO QUESTÃO DESIGN ;NATHALIA CHEHAB DE SA CAVALCANTE;4;1AB;ART;15;I;TER 15-17   QUI 15-17   ;0;0;0;NÃO;ART;
DSG1849; O CORPO HUMANO QUESTÃO DESIGN ;LUIZA FERRO COSTA MARCIER;4;1AC;ART;14;I;TER 15-17   QUI 15-17   ;0;0;0;NÃO;ART;
DSG1850; LING COM DISCURSO NO DESIGN II ;VERA LUCIA MOREIRA DOS SANTOS NOJIMA;2;1AA;ART;18;I;SEX 13-15   ;0;0;0;NÃO;ART;
DSG1850; LING COM DISCURSO NO DESIGN II ;MARIA JULIA MORAES PINTO NUNES;2;1AB;ART;17;I;SEX 13-15   ;0;0;0;NÃO;ART;
DSG1850; LING COM DISCURSO NO DESIGN II ;JULIETA COSTA SOBRAL;2;1AC;ART;18;I;SEX 13-15   ;0;0;0;NÃO;ART;
DSG1851; GEOMETRIA DESCRITIVA ;CELSO BRAGA WILMER;2;1AA;ART;18;I;SEX 15-17   ;0;0;0;NÃO;ART;
DSG1851; GEOMETRIA DESCRITIVA ;LEONIDAS AUGUSTO CORREIA DE MORAES;2;1AB;ART;17;I;TER 13-15   ;0;0;0;NÃO;ART;
DSG1851; GEOMETRIA DESCRITIVA ;ALESSANDRA CARUSI MACHADO BEZERRA;2;1AC;ART;13;I;QUI 13-15   ;0;0;0;NÃO;ART;
DSG1851; GEOMETRIA DESCRITIVA ;ALESSANDRA CARUSI MACHADO BEZERRA;2;1AD;ART;18;I;SEX 13-15   ;0;0;0;NÃO;ART;
DSG1852; FUNDAMENTOS EM ERGODESIGN ;RAQUEL CORREA CORDEIRO;2;1AA;ART;19;I;TER 09-11   ;0;0;0;NÃO;ART;
DSG1852; FUNDAMENTOS EM ERGODESIGN ;CLAUDIA MARIA MONTEIRO VIANNA;2;1AB;ART;20;I;TER 11-13   ;0;0;0;NÃO;ART;
DSG1852; FUNDAMENTOS EM ERGODESIGN ;ISABELA CANELLAS DA MOTTA;2;1AC;ART;20;I;QUI 11-13   ;0;0;0;NÃO;ART;
DSG1852; FUNDAMENTOS EM ERGODESIGN ;CLAUDIA MARIA MONTEIRO VIANNA;2;1AD;ART;20;I;QUI 11-13   ;0;0;0;NÃO;ART;
DSG1853; DESENHO TECNICO ;LEONIDAS AUGUSTO CORREIA DE MORAES;2;1AA;ART;22;I;TER 11-13   ;0;0;0;NÃO;ART;
DSG1853; DESENHO TECNICO ;CELSO BRAGA WILMER;2;1AB;ART;20;I;TER 11-13   ;0;0;0;NÃO;ART;
DSG1853; DESENHO TECNICO ;ALESSANDRA CARUSI MACHADO BEZERRA;2;1AC;ART;21;I;QUI 11-13   ;0;0;0;NÃO;ART;
DSG1853; DESENHO TECNICO ;ALESSANDRA CARUSI MACHADO BEZERRA;2;1AD;ART;21;I;QUI 09-11   ;0;0;0;NÃO;ART;
DSG1854; LINGUAGEM E ESTRUTURAS ;AUGUSTO SEIBEL MACHADO;4;1AA;ART;16;I;SEG 07-09   QUA 07-09   ;0;0;0;NÃO;ART;
DSG1854; LINGUAGEM E ESTRUTURAS ;DANIEL MALAGUTI CAMPOS;4;1AB;ART;18;I;SEG 07-09   QUA 07-09   ;0;0;0;NÃO;ART;
DSG1854; LINGUAGEM E ESTRUTURAS ;BARBARA DE OLIVEIRA E CRUZ;4;1AC;ART;17;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;ART;
DSG1854; LINGUAGEM E ESTRUTURAS ;ISABEL MARTINS MOREIRA;4;1AD;ART;18;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;ART;
DSG1855; LING-COM-DISCURSO DESIGN III ;RIAN OLIVEIRA REZENDE;3;1AA;ART;15;I;SEX 09-12   ;0;0;0;NÃO;ART;
DSG1855; LING-COM-DISCURSO DESIGN III ;HORISTA A CONTRATAR;3;1AB;ART;18;I;SEX 09-12   ;0;0;0;NÃO;ART;
DSG1855; LING-COM-DISCURSO DESIGN III ;MIGUEL SANTOS DE CARVALHO;3;1AC;ART;18;I;SEX 09-12   ;0;0;0;NÃO;ART;
DSG1856; BIONICA ;JOAO VICTOR AZEVEDO DE MENEZES C DE MELO;2;1AA;ART;18;I;SEX 07-09   ;0;0;0;NÃO;ART;
DSG1856; BIONICA ;LUCIANA GRETHER DE MELLO CARVALHO;2;1AB;ART;18;I;SEX 07-09   ;0;0;0;NÃO;ART;
DSG1856; BIONICA ;CRISTINA VIANA TENENBAUM;2;1AC;ART;18;I;SEX 07-09   ;0;0;0;NÃO;ART;
DSG1857; ERGODESIGN ;RAQUEL CORREA CORDEIRO;2;1AA;ART;17;I;TER 07-09   ;0;0;0;NÃO;ART;
DSG1857; ERGODESIGN ;CLAUDIA MARIA MONTEIRO VIANNA;2;1AB;ART;20;I;QUA 07-09   ;0;0;0;NÃO;ART;
DSG1857; ERGODESIGN ;ISABELA CANELLAS DA MOTTA;2;1AC;ART;20;I;TER 11-13   ;0;0;0;NÃO;ART;
DSG1861; PRATICAS EXPERIMENTAIS I ;GABRIELLA FERREIRA CHAVES VACCARI;2;1AA;ART;12;I;QUI 13-15   ;0;0;0;NÃO;ART;
DSG1861; PRATICAS EXPERIMENTAIS I ;GUILHERME DE ALMEIDA XAVIER;2;1AB;ART;12;I;QUI 13-15   ;0;0;0;NÃO;ART;
DSG1861; PRATICAS EXPERIMENTAIS I ;GILBERTO MENDES CORREIA JUNIOR;2;1AC;ART;10;I;QUI 15-17   ;0;0;0;NÃO;ART;
DSG1861; PRATICAS EXPERIMENTAIS I ;CLAUDIA HABIB KAYAT;2;1AD;ART;12;I;QUI 15-17   ;0;0;0;NÃO;ART;
DSG1862; PRATICAS EXPERIMENTAIS II ;FLAVIO MARQUES DE CARVALHO JUNIOR;2;1AA;ART;15;I;TER 07-09   ;0;0;0;NÃO;ART;
DSG1862; PRATICAS EXPERIMENTAIS II ;GUILHERME DE ALMEIDA XAVIER;2;1AB;ART;15;I;TER 07-09   ;0;0;0;NÃO;ART;
DSG1862; PRATICAS EXPERIMENTAIS II ;JOAO DE SA BONELLI;2;1AC;ART;15;I;TER 07-09   ;0;0;0;NÃO;ART;
DSG1862; PRATICAS EXPERIMENTAIS II ;ISABEL MARTINS MOREIRA;2;1AD;ART;15;I;SEX 07-09   ;0;0;0;NÃO;ART;
DSG1862; PRATICAS EXPERIMENTAIS II ;LUIZ EDUARDO DUTRA COELHO DA ROCHA;2;1AE;ART;15;I;SEX 07-09   ;0;0;0;NÃO;ART;
DSG1863; PRATICAS EXPERIMENTAIS III ;JOAO DE SA BONELLI;4;1AA;ART;15;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;ART;
DSG1863; PRATICAS EXPERIMENTAIS III ;LUIZ EDUARDO DUTRA COELHO DA ROCHA;4;1AB;ART;15;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;ART;
DSG1863; PRATICAS EXPERIMENTAIS III ;BERNARDO GOMES ALEVATO;4;1AC;ART;14;I;SEG 07-09   QUA 07-09   ;0;0;0;NÃO;ART;
DSG1863; PRATICAS EXPERIMENTAIS III ;FABIO PINTO LOPES DE LIMA;4;1AD;ART;15;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;ART;
DSG1864; PRATICAS EXPERIMENTAIS IV ;MARIO AUGUSTO PINTO DE SOUZA SEIXAS;4;1AA;ART;10;D;TER 13-15   QUI 13-15   ;0;0;0;NÃO;ART;
DSG1864; PRATICAS EXPERIMENTAIS IV ;AUGUSTO SEIBEL MACHADO;4;1AB;ART;10;I;TER 17-19   QUI 17-19   ;0;0;0;NÃO;ART;
DSG1865; PRATICAS EXPERIMENTAIS V ;WALVYKER ALVES DE SOUZA;4;1AA;ART;7;I;TER 13-15   QUI 13-15   ;0;0;0;NÃO;ART;
DSG1865; PRATICAS EXPERIMENTAIS V ;LUCIANA BARBOSA DE SOUSA;4;1AB;ART;11;I;TER 17-19   QUI 17-19   ;0;0;0;NÃO;ART;
DSG1866; PRATICAS EXPERIMENTAIS VI ;LEONARDO CARDARELLI LEITE;2;1AA;ART;16;I;QUI 07-09   ;0;0;0;NÃO;ART;
DSG1866; PRATICAS EXPERIMENTAIS VI ;HELENA CAVALCANTI DE ALBUQUERQUE;2;1AB;ART;19;I;QUI 07-09   ;0;0;0;NÃO;ART;
DSG1866; PRATICAS EXPERIMENTAIS VI ;HELENA CAVALCANTI DE ALBUQUERQUE;2;1AC;ART;17;I;SEX 11-13   ;0;0;0;NÃO;ART;
DSG1867; PRATICAS EXPERIMENTAIS VII ;MARIA ELOISA DE JESUS CONCEICAO;2;1AA;ART;18;I;SEX 09-11   ;0;0;0;NÃO;ART;
DSG1867; PRATICAS EXPERIMENTAIS VII ;BARBARA DE OLIVEIRA E CRUZ;2;1AB;ART;17;I;SEX 09-11   ;0;0;0;NÃO;ART;
DSG1900; PROJETO: INTERDISCIPLINAR ;LUIS VICENTE BARROS CARDOSO DE MELO;4;1AA;ART;17;I;SEG 09-13   ;0;0;0; SIM ;ART;
DSG1900; PROJETO: INTERDISCIPLINAR ;BARBARA DE OLIVEIRA E CRUZ;4;1AB;ART;14;I;SEG 09-13   ;0;0;0; SIM ;ART;
DSG1900; PROJETO: INTERDISCIPLINAR ;NATHALIA CHEHAB DE SA CAVALCANTE;4;1AC;ART;16;I;SEG 09-13   ;0;0;0; SIM ;ART;
DSG1900; PROJETO: INTERDISCIPLINAR ;FLAVIO MARQUES DE CARVALHO JUNIOR;4;1AD;ART;12;I;SEG 09-13   ;0;0;0; SIM ;ART;
DSG1901; ESTAGIO SUPERVISIONADO ;LEONARDO CARDARELLI LEITE;2;1AA;ART;16;I;SEG 07-09   ;0;0;0;NÃO;ART;
DSG1901; ESTAGIO SUPERVISIONADO ;GABRIELLA FERREIRA CHAVES VACCARI;2;1AB;ART;15;I;SEG 07-09   ;0;0;0;NÃO;ART;
DSG1901; ESTAGIO SUPERVISIONADO ;GILBERTO MENDES CORREIA JUNIOR;2;1AC;ART;2;I;SEG 07-09   ;0;0;0;NÃO;ART;
DSG1901; ESTAGIO SUPERVISIONADO ;MONICA SABOIA SADDI;2;1AD;ART;18;I;SEG 07-09   ;0;0;0;NÃO;ART;
DSG1902; DOCUMENTACAO PROJ TCC DESIG ;IZABEL MARIA DE OLIVEIRA;2;1AA;ART;11;I;QUA 11-13   ;0;0;0; SIM ;ART;
DSG1902; DOCUMENTACAO PROJ TCC DESIG ;MARIA JULIA MORAES PINTO NUNES;2;1AB;ART;7;I;QUA 11-13   ;0;0;0; SIM ;ART;
DSG1902; DOCUMENTACAO PROJ TCC DESIG ;SILVIA HELENA SOARES DA COSTA;2;1AC;ART;3;I;QUA 11-13   ;0;0;0; SIM ;ART;
